label,length,fribbles,target_fribbles,#fribbles,fribbles entropy,speakers,freq,free. freq,priming,spanning_rounds,spanning_time,duration_to_emerge,turns_to_emerge,rounds_to_emerge,turns,rounds,estab_round,estab_turn,first_round,last_round,initiator,pos_seq,exp with pos,pair,dataset,from_ts,to_ts,establishment_ts,shared expressions,target_fribble,exp,#shared expressions,expressions_set,number of rounds,content_words_exp,int_pair,from_ts_unique,to_ts_unique,ts_len
piercing,1,"[6, 6, 6, 6, 6, 6, 6, 6]",[6],1,0.0,"['A', 'B', 'A', 'B', 'A', 'A', 'B', 'A']",8,4,1,5,810.0580000000001,178.16200000000003,82,1,[360 442 443 518 519 635 695 738],"[1, 2, 2, 3, 3, 4, 5, 6]",2,442,1,6,A,NOUN,piercing#NOUN,12,small,"[729.241, 907.403, 908.68, 1059.918, 1062.987, 1317.856, 1456.963, 1540.967]","[730.909, 908.509, 910.21, 1060.919, 1063.336, 1321.308, 1457.964, 1542.108]",907.403,"['piercing', 'de piercing']",6,piercing,2,piercing de,6,piercing,12,"[729.241, 907.403, 908.68, 1059.918, 1062.987, 1317.856, 1456.963, 1540.967]","[730.909, 908.509, 910.21, 1060.919, 1063.336, 1321.308, 1457.964, 1542.108]",8
knuffelen,1,"[14, 14, 14]",[14],1,0.0,"['B', 'A', 'A']",3,3,1,1,7.738999999999805,7.738999999999805,86,1,[662 748 750],"[5, 6, 6]",6,748,5,6,B,VERB,knuffelen#VERB,12,small,"[1383.848, 1565.169, 1569.963]","[1384.954, 1568.909, 1572.908]",1565.169,['knuffelen'],14,knuffelen,1,knuffelen,2,knuffelen,12,"[1383.848, 1565.169, 1569.963]","[1384.954, 1568.909, 1572.908]",5
knuppel,1,"[16, 16, 9, 16, 9, 16, 16, 9, 16, 16, 16, 16, 16, 16]",[ 9 16],2,0.18739881431487,"['B', 'B', 'A', 'B', 'B', 'B', 'B', 'B', 'A', 'B', 'A', 'B', 'A', 'A']",14,3,2,5,928.407,155.99400000000003,90,0,[281 299 371 476 494 529 533 579 632 647 726 731 732 733],"[1, 1, 1, 2, 2, 3, 3, 3, 4, 5, 6, 6, 6, 6]",2,371,1,6,B,NOUN,knuppel#NOUN,12,small,"[596.755, 630.901, 752.749, 983.362, 1005.619, 1086.875, 1098.315, 1198.607, 1303.942, 1353.976, 1518.577, 1526.213, 1527.199, 1527.849]","[599.442, 632.025, 756.543, 984.872, 1007.358, 1089.984, 1103.987, 1200.812, 1310.445, 1356.427, 1520.069, 1526.828, 1527.849, 1530.518]",752.749,['knuppel'],9,knuppel,1,knuppel,6,knuppel,12,"[596.755, 630.901, 752.749, 983.362, 1005.619, 1086.875, 1098.315, 1198.607, 1303.942, 1353.976, 1518.577, 1526.213, 1527.199, 1527.849]","[599.442, 632.025, 756.543, 984.872, 1007.358, 1089.984, 1103.987, 1200.812, 1310.445, 1356.427, 1520.069, 1526.828, 1527.849, 1530.518]",14
paal,1,"[6, 6, 6, 6, 6]",[6],1,0.0,"['B', 'B', 'B', 'A', 'A']",5,2,3,3,607.145,191.75199999999995,94,1,[347 349 352 441 635],"[1, 1, 1, 2, 4]",2,441,1,4,B,NOUN,paal#NOUN,12,small,"[707.287, 713.029, 716.789, 899.039, 1317.856]","[710.711, 714.382, 721.688, 906.017, 1321.308]",899.039,"['een paal door zijn neus', 'paal']",6,paal,2,zijn een paal door neus,3,paal neus,12,"[707.287, 713.029, 716.789, 899.039, 1317.856]","[710.711, 714.382, 721.688, 906.017, 1321.308]",5
zweven,1,"[15, 15, 7, 7]",[ 7 15],2,0.25,"['A', 'B', 'A', 'B']",4,2,1,3,595.8779999999999,186.18600000000004,96,1,[331 427 538 625],"[1, 2, 3, 4]",2,427,1,4,A,VERB,zweven#VERB,12,small,"[685.492, 871.678, 1108.986, 1284.215]","[688.337, 873.399, 1111.103, 1286.463]",871.678,['zweven'],7,zweven,1,zweven,4,zweven,12,"[685.492, 871.678, 1108.986, 1284.215]","[688.337, 873.399, 1111.103, 1286.463]",4
hula,1,"[15, 15, 15, 15, 15]",[15],1,0.0,"['A', 'B', 'B', 'A', 'B']",5,3,1,5,784.7989999999999,188.20500000000004,97,1,[330 427 638 664 698],"[1, 2, 4, 5, 6]",2,427,1,6,A,NOUN,hula#NOUN,12,small,"[683.473, 871.678, 1326.106, 1389.74, 1470.274]","[685.475, 873.399, 1327.271, 1391.637, 1471.117]",871.678,"['hula hopen', 'de hula']",15,hula,2,hopen de hula,5,hopen hula,12,"[683.473, 871.678, 1326.106, 1389.74, 1470.274]","[685.475, 873.399, 1327.271, 1391.637, 1471.117]",5
bollet,1,"[10, 10]",[10],1,0.0,"['A', 'B']",2,2,1,1,4.442999999999984,4.442999999999984,100,1,[465 565],"[2, 3]",3,565,2,3,A,NOUN,bollet#NOUN,12,small,"[949.983, 1169.432]","[956.547, 1173.875]",1169.432,['bollet'],10,bollet,1,bollet,2,bollet,12,"[949.983, 1169.432]","[956.547, 1173.875]",2
kop,1,"[10, 11, 11, 11, 10, 11, 11, 11, 11, 11]",[10 11],2,0.1804820237218405,"['B', 'A', 'B', 'B', 'A', 'A', 'B', 'A', 'B', 'B']",10,1,1,5,1279.223,227.6200000000001,105,0,[159 264 268 460 465 523 594 693 770 772],"[1, 1, 1, 2, 2, 3, 4, 5, 6, 6]",2,264,1,6,B,NOUN,kop#NOUN,12,small,"[322.542, 550.162, 562.218, 937.484, 949.983, 1069.483, 1218.839, 1450.475, 1606.769, 1611.511]","[332.288, 553.393, 564.185, 940.241, 956.547, 1074.663, 1222.526, 1453.475, 1610.457, 1612.494]",550.162,['kop'],10,kop,1,kop,6,kop,12,"[322.542, 550.162, 562.218, 937.484, 949.983, 1069.483, 1218.839, 1450.475, 1606.769, 1611.511]","[332.288, 553.393, 564.185, 940.241, 956.547, 1074.663, 1222.526, 1453.475, 1610.457, 1612.494]",10
cirkel,1,"[9, 9, 9, 9, 9]",[9],1,0.0,"['A', 'B', 'A', 'B', 'B']",5,5,1,3,280.6160000000001,280.6160000000001,116,1,[370 486 492 575 620],"[1, 2, 2, 3, 4]",2,486,1,4,A,NOUN,cirkel#NOUN,12,small,"[750.102, 996.487, 1003.816, 1190.157, 1275.716]","[752.17, 998.208, 1005.151, 1191.0, 1277.103]",996.487,['cirkel'],9,cirkel,1,cirkel,4,cirkel,12,"[750.102, 996.487, 1003.816, 1190.157, 1275.716]","[752.17, 998.208, 1005.151, 1191.0, 1277.103]",5
Langkous,1,"[13, 13, 13, 13, 13, 13]",[13],1,0.0,"['A', 'B', 'A', 'B', 'A', 'B']",6,1,1,5,906.721,242.005,122,1,[312 434 527 631 677 746],"[1, 2, 3, 4, 5, 6]",2,434,1,6,A,PROPN,Langkous#PROPN,12,small,"[648.796, 890.801, 1082.642, 1298.851, 1414.184, 1560.346]","[653.625, 892.241, 1084.134, 1300.291, 1415.724, 1561.961]",890.801,"['Langkous', 'Pipi Langkous', 'ik hebben Pipi Langkous']",13,Langkous,3,Langkous ik hebben Pipi,6,Langkous Pipi,12,"[648.796, 890.801, 1082.642, 1298.851, 1414.184, 1560.346]","[653.625, 892.241, 1084.134, 1300.291, 1415.724, 1561.961]",6
een hoed,2,"[4, 4]",[4],1,0.0,"['A', 'B']",2,2,1,1,3.6469999999999354,3.6469999999999354,151,1,[396 547],"[2, 3]",3,547,2,3,A,DET NOUN,een#DET hoed#NOUN,12,small,"[807.861, 1131.502]","[809.775, 1135.149]",1131.502,['een hoed'],4,een hoed,1,een hoed,2,hoed,12,"[807.861, 1131.502]","[809.775, 1135.149]",2
twee staf,2,"[8, 8, 8, 8]",[8],1,0.0,"['B', 'A', 'B', 'A']",4,4,1,3,386.735,386.735,169,1,[250 419 510 600],"[1, 2, 3, 4]",2,419,1,4,B,NUM NOUN,twee#NUM staf#NOUN,12,small,"[522.681, 854.224, 1037.826, 1236.535]","[529.179, 857.421, 1042.638, 1240.959]",854.224,['twee staf'],8,twee staf,1,twee staf,4,twee staf,12,"[522.681, 854.224, 1037.826, 1236.535]","[529.179, 857.421, 1042.638, 1240.959]",4
gewoon,1,"[16, 16]",[16],1,0.0,"['B', 'A']",2,2,1,1,3.567999999999984,3.567999999999984,169,1,[305 474],"[1, 2]",2,474,1,2,B,ADJ,gewoon#ADJ,12,small,"[638.884, 975.121]","[640.851, 978.689]",975.121,['gewoon'],16,gewoon,1,gewoon,2,gewoon,12,"[638.884, 975.121]","[640.851, 978.689]",2
bal op zijn hoofd,4,"[14, 14, 14]",[14],1,0.0,"['B', 'A', 'A']",3,1,1,3,588.8030000000001,334.701,171,1,[326 497 615],"[1, 2, 4]",2,497,1,4,B,NOUN ADP PRON NOUN,bal#NOUN op#ADP zijn#PRON hoofd#NOUN,12,small,"[675.696, 1010.397, 1265.957]","[677.154, 1018.756, 1267.225]",1010.397,"['een bal op zijn hoofd', 'bal op zijn hoofd']",14,bal op zijn hoofd,2,op zijn een bal hoofd,3,bal hoofd,12,"[675.696, 1010.397, 1265.957]","[677.154, 1018.756, 1267.225]",3
eruit,1,"[8, 8, 8]",[8],1,0.0,"['B', 'A', 'A']",3,3,1,3,378.8140000000001,378.8140000000001,203,1,[218 421 600],"[1, 2, 4]",2,421,1,4,B,ADV,eruit#ADV,12,small,"[451.567, 862.145, 1236.535]","[457.141, 865.079, 1240.959]",862.145,['eruit'],8,eruit,1,eruit,3,eruit,12,"[451.567, 862.145, 1236.535]","[457.141, 865.079, 1240.959]",3
verrekijker,1,"[1, 16, 16, 1, 16, 16, 16, 16, 16, 16]",[ 1 16],2,0.1804820237218405,"['B', 'B', 'A', 'A', 'A', 'B', 'A', 'A', 'B', 'A']",10,2,2,5,1429.499,535.9010000000001,243,0,[ 48 287 291 413 475 529 532 632 647 725],"[1, 1, 1, 2, 2, 3, 3, 4, 5, 6]",1,291,1,6,B,NOUN,verrekijker#NOUN,12,small,"[82.535, 609.128, 618.436, 836.264, 979.128, 1086.875, 1096.501, 1303.942, 1353.976, 1515.125]","[85.626, 612.886, 620.016, 838.02, 982.079, 1089.984, 1097.854, 1310.445, 1356.427, 1518.155]",618.436,['verrekijker'],1,verrekijker,1,verrekijker,6,verrekijker,12,"[82.535, 609.128, 618.436, 836.264, 979.128, 1086.875, 1096.501, 1303.942, 1353.976, 1515.125]","[85.626, 612.886, 620.016, 838.02, 982.079, 1089.984, 1097.854, 1310.445, 1356.427, 1518.155]",10
die robot,2,"[16, 16, 16]",[16],1,0.0,"['B', 'B', 'A']",3,3,2,2,1.7799999999999727,1.7799999999999727,243,2,[288 293 531],"[1, 1, 3]",3,531,1,3,B,DET NOUN,die#DET robot#NOUN,12,small,"[613.067, 623.104, 1094.546]","[614.168, 624.719, 1096.326]",1094.546,['die robot'],16,die robot,1,die robot,2,robot,12,"[613.067, 623.104, 1094.546]","[614.168, 624.719, 1096.326]",3
zonder punt,2,"[4, 4, 4, 4, 4, 4]",[4],1,0.0,"['B', 'A', 'A', 'A', 'B', 'A']",6,6,1,2,341.5490000000001,341.5490000000001,278,1,[118 396 397 409 547 553],"[1, 2, 2, 2, 3, 3]",2,396,1,3,B,ADP NOUN,zonder#ADP punt#NOUN,12,small,"[236.726, 807.861, 809.827, 829.595, 1131.502, 1148.035]","[240.924, 809.775, 811.162, 831.913, 1135.149, 1149.41]",807.861,['zonder punt'],4,zonder punt,1,punt zonder,3,punt,12,"[236.726, 807.861, 809.827, 829.595, 1131.502, 1148.035]","[240.924, 809.775, 811.162, 831.913, 1135.149, 1149.41]",6
trofee,1,"[3, 3, 3, 3, 3, 3, 3]",[3],1,0.0,"['A', 'A', 'B', 'A', 'B', 'A', 'B']",7,1,2,5,1204.844,598.319,293,1,[177 183 470 507 588 645 754],"[1, 1, 2, 3, 4, 5, 6]",2,470,1,6,A,NOUN,trofee#NOUN,12,small,"[367.383, 379.885, 965.702, 1031.912, 1207.96, 1348.589, 1575.128]","[370.284, 380.868, 966.861, 1033.949, 1208.855, 1349.399, 1575.953]",965.702,"['ik hebben de trofee', 'trofee', 'de trofee']",3,trofee,3,hebben de ik trofee,6,trofee,12,"[367.383, 379.885, 965.702, 1031.912, 1207.96, 1348.589, 1575.128]","[370.284, 380.868, 966.861, 1033.949, 1208.855, 1349.399, 1575.953]",7
boog,1,"[4, 4]",[4],1,0.0,"['B', 'A']",2,2,1,1,3.9340000000000823,3.9340000000000823,293,1,[110 403],"[1, 2]",2,403,1,2,B,NOUN,boog#NOUN,12,small,"[226.55, 821.78]","[228.394, 825.714]",821.78,['boog'],4,boog,1,boog,2,boog,12,"[226.55, 821.78]","[228.394, 825.714]",2
eend,1,"[4, 4, 4, 4, 4, 4, 4, 4]",[4],1,0.0,"['B', 'B', 'A', 'B', 'A', 'B', 'A', 'A']",8,2,2,5,1412.799,643.197,308,1,[ 94 398 402 545 552 679 759 763],"[1, 2, 2, 3, 3, 5, 6, 6]",2,402,1,6,B,NOUN,eend#NOUN,12,small,"[175.543, 812.006, 818.74, 1122.651, 1146.869, 1417.998, 1586.006, 1590.326]","[177.527, 813.658, 821.464, 1128.166, 1147.6, 1418.911, 1588.57, 1591.398]",818.74,"['op een eend', 'eend']",4,eend,2,een eend op,5,eend,12,"[175.543, 812.006, 818.74, 1122.651, 1146.869, 1417.998, 1586.006, 1590.326]","[177.527, 813.658, 821.464, 1128.166, 1147.6, 1418.911, 1588.57, 1591.398]",8
robot,1,"[1, 1, 1, 1, 1, 1]",[1],1,0.0,"['A', 'B', 'A', 'B', 'A', 'B']",6,2,1,5,1463.774,769.183,371,1,[ 41 412 556 634 673 735],"[1, 2, 3, 4, 5, 6]",2,412,1,6,A,NOUN,robot#NOUN,12,small,"[65.361, 834.544, 1151.712, 1313.093, 1404.386, 1532.489]","[68.715, 835.58, 1153.087, 1314.603, 1405.598, 1533.543]",834.544,"['robot', 'de robot']",1,robot,2,robot de,6,robot,12,"[65.361, 834.544, 1151.712, 1313.093, 1404.386, 1532.489]","[68.715, 835.58, 1153.087, 1314.603, 1405.598, 1533.543]",6
toeter,1,"[12, 12, 12, 12, 12, 12, 12, 12, 12]",[12],1,0.0,"['B', 'B', 'A', 'B', 'B', 'A', 'B', 'A', 'A']",9,1,2,5,1458.31,910.469,446,1,[  7  13 453 457 558 627 675 676 699],"[1, 1, 2, 2, 3, 4, 5, 5, 6]",2,453,1,6,B,NOUN,toeter#NOUN,12,small,"[12.954, 27.583, 923.423, 931.671, 1156.328, 1290.809, 1408.862, 1410.584, 1476.181]","[17.871, 32.7, 928.34, 932.76, 1157.522, 1292.872, 1409.722, 1412.568, 1477.639]",923.423,"['de toeter', 'toeter', 'eh ik hebben de toeter', 'ik hebben de toeter']",12,toeter,4,eh ik hebben de toeter,6,eh toeter,12,"[12.954, 27.583, 923.423, 931.671, 1156.328, 1290.809, 1408.862, 1410.584, 1476.181]","[17.871, 32.7, 928.34, 932.76, 1157.522, 1292.872, 1409.722, 1412.568, 1477.639]",9
bolle,1,"[10, 10]",[10],1,0.0,"['B', 'A']",2,2,1,3,5.7840000000001055,5.7840000000001055,478,3,[161 639],"[1, 4]",4,639,1,4,B,NOUN,bolle#NOUN,12,small,"[333.605, 1332.532]","[337.371, 1338.316]",1332.532,['bolle'],10,bolle,1,bolle,2,bolle,12,"[333.605, 1332.532]","[337.371, 1338.316]",2
man met,2,"[5, 5, 5, 5, 5]",[5],1,0.0,"['A', 'A', 'A', 'B', 'A']",5,1,3,4,1111.156,1001.771,486,3,[123 388 515 609 649],"[1, 2, 3, 4, 5]",4,609,1,5,A,NOUN ADP,man#NOUN met#ADP,12,small,"[248.486, 785.83, 1053.907, 1250.257, 1363.821]","[252.665, 787.217, 1056.542, 1253.997, 1367.087]",1250.257,"['man met', 'de man met de neus', 'de man met de', 'de man met']",5,man met,4,man met de neus,5,man neus,12,"[248.486, 785.83, 1053.907, 1250.257, 1363.821]","[252.665, 787.217, 1056.542, 1253.997, 1367.087]",5
vierkant,1,"[12, 12, 12, 12, 1, 8, 1, 8, 8, 8, 8, 1, 8, 8, 8]",[ 1  8 12],3,0.3641411905327386,"['A', 'B', 'B', 'A', 'B', 'A', 'B', 'A', 'A', 'B', 'B', 'A', 'A', 'B', 'A']",15,1,1,5,1440.3539999999998,0.0519999999999996,1,0,[  5   6  12  19  46 307 476 482 485 501 621 699 737 821 918],"[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 5, 6]",1,6,1,6,A,ADJ,vierkant#ADJ,13,small,"[7.089, 7.141, 22.279, 38.542, 75.675, 471.515, 723.793, 731.807, 735.846, 759.387, 956.948, 1079.805, 1146.067, 1289.779, 1448.84]","[8.486, 8.195, 23.877, 41.63, 77.94, 474.536, 726.513, 734.722, 738.568, 760.775, 960.373, 1084.963, 1147.648, 1292.764, 1450.789]",7.141,"['vierkant', 'een vierkant']",1,vierkant,2,een vierkant,6,vierkant,13,"[7.089, 7.141, 22.279, 38.542, 75.675, 471.515, 723.793, 731.807, 735.846, 759.387, 956.948, 1079.805, 1146.067, 1289.779, 1448.84]","[8.486, 8.195, 23.877, 41.63, 77.94, 474.536, 726.513, 734.722, 738.568, 760.775, 960.373, 1084.963, 1147.648, 1292.764, 1450.789]",15
hoed,1,"[4, 4]",[4],1,0.0,"['A', 'B']",2,2,1,0,1.26400000000001,1.26400000000001,1,0,[128 129],"[1, 1]",1,129,1,1,A,NOUN,hoed#NOUN,13,small,"[189.66, 192.582]","[193.119, 193.846]",192.582,['hoed'],4,hoed,1,hoed,1,hoed,13,"[189.66, 192.582]","[193.119, 193.846]",2
Piet,1,"[16, 16, 16, 16, 16, 16, 16, 16, 16, 16]",[16],1,0.0,"['B', 'A', 'B', 'B', 'A', 'B', 'A', 'A', 'A', 'B']",10,2,1,3,333.1479999999999,1.768000000000029,1,0,[682 683 684 773 777 808 810 881 882 883],"[3, 3, 3, 4, 4, 5, 5, 6, 6, 6]",3,683,3,6,B,PROPN,Piet#PROPN,13,small,"[1058.056, 1059.824, 1060.584, 1214.751, 1216.09, 1263.575, 1266.683, 1391.64, 1392.206, 1392.591]","[1059.443, 1060.491, 1061.445, 1215.488, 1216.679, 1264.909, 1267.561, 1392.126, 1393.012, 1392.925]",1059.824,"['Oh ja Piet', 'Piet']",16,Piet,2,ja Oh Piet,4,Oh Piet,13,"[1058.056, 1059.824, 1060.584, 1214.751, 1216.09, 1263.575, 1266.683, 1391.64, 1392.206, 1392.591]","[1059.443, 1060.491, 1061.445, 1215.488, 1216.679, 1264.909, 1267.561, 1392.126, 1393.012, 1392.925]",10
op een buisje,3,"[8, 8]",[8],1,0.0,"['B', 'A']",2,2,1,0,1.1409999999999627,1.1409999999999627,3,0,[491 494],"[2, 2]",2,494,2,2,B,ADP DET NOUN,op#ADP een#DET buisje#NOUN,13,small,"[744.247, 746.418]","[745.248, 747.559]",746.418,['op een buisje'],8,op een buisje,1,een buisje op,1,buisje,13,"[744.247, 746.418]","[745.248, 747.559]",2
drie vier,2,"[10, 10, 10]",[10],1,0.0,"['B', 'A', 'B']",3,3,1,0,13.721000000000004,13.721000000000004,3,0,[220 223 228],"[1, 1, 1]",1,223,1,1,B,NUM ADJ,drie#NUM vier#ADJ,13,small,"[344.019, 350.669, 358.858]","[348.235, 351.372, 364.39]",350.669,['drie vier'],10,drie vier,1,drie vier,1,drie vier,13,"[344.019, 350.669, 358.858]","[348.235, 351.372, 364.39]",3
bollet eraan,2,"[10, 10]",[10],1,0.0,"['B', 'A']",2,2,1,0,2.055000000000007,2.055000000000007,3,0,[163 166],"[1, 1]",1,166,1,1,B,NOUN ADV,bollet#NOUN eraan#ADV,13,small,"[242.107, 252.326]","[246.743, 254.381]",252.326,['bollet eraan'],10,bollet eraan,1,eraan bollet,1,eraan bollet,13,"[242.107, 252.326]","[246.743, 254.381]",2
hangen,1,"[10, 10]",[10],1,0.0,"['B', 'A']",2,2,1,0,2.1000000000000227,2.1000000000000227,4,0,[179 183],"[1, 1]",1,183,1,1,B,VERB,hangen#VERB,13,small,"[273.194, 280.667]","[275.247, 282.767]",280.667,['hangen'],10,hangen,1,hangen,1,hangen,13,"[273.194, 280.667]","[275.247, 282.767]",2
gieter,1,"[3, 3, 3, 3, 3, 3, 3, 3]",[3],1,0.0,"['A', 'B', 'B', 'A', 'A', 'B', 'A', 'B']",8,4,1,5,1035.4630000000002,11.720000000000027,8,0,[257 265 564 617 618 727 805 911],"[1, 1, 2, 3, 3, 4, 5, 6]",1,265,1,6,A,NOUN,gieter#NOUN,13,small,"[399.496, 411.216, 861.748, 951.281, 952.721, 1126.301, 1256.972, 1436.786]","[401.323, 412.2, 866.644, 952.686, 954.407, 1127.495, 1259.009, 1438.612]",411.216,"['gieter', 'de gieter']",3,gieter,2,de gieter,6,gieter,13,"[399.496, 411.216, 861.748, 951.281, 952.721, 1126.301, 1256.972, 1436.786]","[401.323, 412.2, 866.644, 952.686, 954.407, 1127.495, 1259.009, 1438.612]",8
rechthoek,1,"[5, 5, 11, 11, 5, 5, 11, 5, 11, 11]",[ 5 11],2,0.25,"['A', 'B', 'B', 'B', 'A', 'A', 'A', 'A', 'A', 'A']",10,1,1,4,1141.292,22.223000000000013,8,0,[141 149 334 547 627 630 641 812 846 850],"[1, 1, 1, 2, 3, 3, 3, 5, 5, 5]",1,149,1,5,A,NOUN,rechthoek#NOUN,13,small,"[204.13, 226.353, 501.747, 836.711, 968.895, 973.295, 990.806, 1271.051, 1338.943, 1348.043]","[206.751, 226.95, 503.793, 838.996, 971.705, 974.595, 995.829, 1273.848, 1342.263, 1350.08]",226.353,['rechthoek'],5,rechthoek,1,rechthoek,4,rechthoek,13,"[204.13, 226.353, 501.747, 836.711, 968.895, 973.295, 990.806, 1271.051, 1338.943, 1348.043]","[206.751, 226.95, 503.793, 838.996, 971.705, 974.595, 995.829, 1273.848, 1342.263, 1350.08]",10
staaf,1,"[7, 7, 7]",[7],1,0.0,"['A', 'B', 'A']",3,1,1,0,37.87900000000002,21.997,12,0,[68 80 96],"[1, 1, 1]",1,80,1,1,A,NOUN,staaf#NOUN,13,small,"[111.265, 133.262, 152.955]","[115.076, 134.685, 157.134]",133.262,"['staaf', 'twee van die staaf']",7,staaf,2,twee die staaf van,1,twee staaf,13,"[111.265, 133.262, 152.955]","[115.076, 134.685, 157.134]",3
plaatsen,1,"[10, 10]",[10],1,0.0,"['A', 'B']",2,2,1,0,5.531999999999982,5.531999999999982,21,0,[207 228],"[1, 1]",1,228,1,1,A,VERB,plaatsen#VERB,13,small,"[324.462, 358.858]","[326.113, 364.39]",358.858,['plaatsen'],10,plaatsen,1,plaatsen,1,plaatsen,13,"[324.462, 358.858]","[326.113, 364.39]",2
bak,1,"[10, 10]",[10],1,0.0,"['B', 'A']",2,2,1,0,3.739999999999952,3.739999999999952,30,0,[174 204],"[1, 1]",1,204,1,1,B,NOUN,bak#NOUN,13,small,"[264.718, 312.571]","[266.035, 316.311]",312.571,['bak'],10,bak,1,bak,1,bak,13,"[264.718, 312.571]","[266.035, 316.311]",2
juichen persoon,2,"[3, 3, 3, 3, 3]",[3],1,0.0,"['B', 'A', 'B', 'A', 'B']",5,2,1,4,570.142,90.97299999999996,54,1,[564 618 726 805 911],"[2, 3, 4, 5, 6]",3,618,2,6,B,VERB NOUN,juichen#VERB persoon#NOUN,13,small,"[861.748, 952.721, 1124.562, 1256.972, 1436.786]","[866.644, 954.407, 1125.756, 1259.009, 1438.612]",952.721,"['het juichen persoon', 'juichen persoon']",3,juichen persoon,2,juichen het persoon,5,juichen persoon,13,"[861.748, 952.721, 1124.562, 1256.972, 1436.786]","[866.644, 954.407, 1125.756, 1259.009, 1438.612]",5
rond erachter,2,"[9, 9]",[9],1,0.0,"['A', 'B']",2,2,1,1,2.8609999999998763,2.8609999999998763,57,1,[834 891],"[5, 6]",6,891,5,6,A,NOUN ADV,rond#NOUN erachter#ADV,13,small,"[1318.895, 1404.336]","[1322.418, 1407.197]",1404.336,['rond erachter'],9,rond erachter,1,erachter rond,2,erachter,13,"[1318.895, 1404.336]","[1322.418, 1407.197]",2
ik hebben de stofzuigrobot,4,"[5, 5]",[5],1,0.0,"['A', 'B']",2,2,1,1,2.0549999999998363,2.0549999999998363,63,1,[812 875],"[5, 6]",6,875,5,6,A,PRON AUX DET NOUN,ik#PRON hebben#AUX de#DET stofzuigrobot#NOUN,13,small,"[1271.051, 1381.738]","[1273.848, 1383.793]",1381.738,['ik hebben de stofzuigrobot'],5,ik hebben de stofzuigrobot,1,hebben stofzuigrobot de ik,2,stofzuigrobot,13,"[1271.051, 1381.738]","[1273.848, 1383.793]",2
Pijp,1,"[14, 14]",[14],1,0.0,"['A', 'B']",2,2,1,1,1.2999999999999543,1.2999999999999543,65,1,[750 815],"[4, 5]",5,815,4,5,A,ADJ,Pijp#ADJ,13,small,"[1173.897, 1278.75]","[1174.722, 1280.05]",1278.75,['Pijp'],14,Pijp,1,Pijp,2,Pijp,13,"[1173.897, 1278.75]","[1174.722, 1280.05]",2
prullenbak,1,"[10, 10, 10, 10]",[10],1,0.0,"['B', 'A', 'B', 'A']",4,4,1,3,244.18600000000012,244.18600000000012,76,1,[715 791 841 940],"[3, 4, 5, 6]",4,791,3,6,B,NOUN,prullenbak#NOUN,13,small,"[1103.717, 1237.311, 1334.763, 1479.021]","[1104.384, 1240.858, 1335.764, 1481.497]",1237.311,['prullenbak'],10,prullenbak,1,prullenbak,4,prullenbak,13,"[1103.717, 1237.311, 1334.763, 1479.021]","[1104.384, 1240.858, 1335.764, 1481.497]",4
L aan de linkerkant,4,"[15, 15, 15, 15]",[15],1,0.0,"['A', 'B', 'A', 'B']",4,4,1,3,142.56000000000017,142.56000000000017,81,1,[707 788 817 869],"[3, 4, 5, 6]",4,788,3,6,A,PROPN ADP DET NOUN,L#PROPN aan#ADP de#DET linkerkant#NOUN,13,small,"[1094.262, 1230.802, 1283.269, 1371.711]","[1097.283, 1233.423, 1285.921, 1373.362]",1230.802,['L aan de linkerkant'],15,L aan de linkerkant,1,aan L de linkerkant,4,L linkerkant,13,"[1094.262, 1230.802, 1283.269, 1371.711]","[1097.283, 1233.423, 1285.921, 1373.362]",4
neus,1,"[11, 11, 11, 11]",[11],1,0.0,"['B', 'A', 'A', 'A']",4,2,1,3,504.32,160.889,96,1,[545 641 642 846],"[2, 3, 3, 5]",3,641,2,5,B,NOUN,neus#NOUN,13,small,"[829.917, 990.806, 996.408, 1338.943]","[834.623, 995.829, 999.089, 1342.263]",990.806,"['neus en', 'neus']",11,neus,2,en neus,3,neus,13,"[829.917, 990.806, 996.408, 1338.943]","[834.623, 995.829, 999.089, 1342.263]",4
neuspiercing,1,"[6, 6, 6, 6, 6, 6]",[6],1,0.0,"['B', 'A', 'B', 'A', 'B', 'A']",6,1,1,5,758.6260000000001,165.356,107,1,[423 530 636 784 858 889],"[1, 2, 3, 4, 5, 6]",2,530,1,6,B,NOUN,neuspiercing#NOUN,13,small,"[635.897, 801.253, 979.952, 1224.389, 1355.101, 1398.755]","[640.129, 803.958, 981.26, 1226.268, 1356.286, 1399.949]",801.253,"['neuspiercing', 'de neuspiercing', 'ik hebben de neuspiercing']",6,neuspiercing,3,hebben neuspiercing de ik,6,neuspiercing,13,"[635.897, 801.253, 979.952, 1224.389, 1355.101, 1398.755]","[640.129, 803.958, 981.26, 1226.268, 1356.286, 1399.949]",6
