round,trial,director,target,correct_answer,total_duration_seconds,pair,start_time_final,end_time_final
4,4_12,A,16,11,8.647,013,1209518,1218165
4,4_13,B,1,C,5.244,013,1218342,1223586
4,4_14,A,6,4,6.128,013,1223763,1229891
4,4_15,B,15,E,6.022,013,1230069,1236091
4,4_16,A,10,8,12.532,013,1236257,1248789
5,5_1,B,2,B,7.315,013,1248969,1256284
5,5_2,A,3,9,6.259,013,1256458,1262717
5,5_3,B,16,L,7.255,013,1262897,1270152
5,5_4,A,5,7,5.485,013,1270320,1275805
5,5_5,B,14,F,6.536,013,1275975,1282511
5,5_6,A,15,8,6.115,013,1282681,1288796
5,5_7,B,8,H,8.149,013,1288970,1297119
5,5_8,A,1,6,4.16,013,1297294,1301454
5,5_9,B,12,J,5.077,013,1301631,1306708
5,5_10,A,13,11,3.933,013,1306886,1310819
5,5_11,B,4,C,7.206,013,1310989,1318195
5,5_12,A,9,16,7.176,013,1318362,1325538
5,5_13,B,10,G,12.572,013,1325719,1338291
5,5_14,A,11,2,15.711,013,1338463,1354174
5,5_15,B,6,O,4.316,013,1354343,1358659
5,5_16,A,7,14,7.516,013,1358831,1366347
6,6_1,B,15,A,10.067,013,1366521,1376588
6,6_2,A,12,6,3.645,013,1376763,1380408
6,6_3,B,5,L,5.036,013,1380583,1385619
6,6_4,A,16,1,8.112,013,1385787,1393899
6,6_5,B,1,D,3.918,013,1394078,1397996
6,6_6,A,6,4,5.1,013,1398165,1403265
6,6_7,B,9,K,9.06,013,1403436,1412496
6,6_8,A,2,5,12.576,013,1412677,1425253
6,6_9,B,13,I,3.495,013,1425422,1428917
6,6_10,A,14,16,6.746,013,1429092,1435838
6,6_11,B,3,N,4.271,013,1436014,1440285
6,6_12,A,4,13,2.868,013,1440452,1443320
6,6_13,B,7,F,4.435,013,1443488,1447923
6,6_14,A,8,8,21.501,013,1448092,1469593
6,6_15,B,11,P,8.433,013,1469760,1478193
6,6_16,A,10,14,6.451,013,1478368,1484819
1,1_1,A,4,6,31.74,015,1000,32740
1,1_2,B,11,B,51.27,015,32927,84197
1,1_3,A,14,16,14.937,015,84389,99326
1,1_4,B,9,N,37.666,015,99519,137185
1,1_5,A,2,4,12.168,015,137368,149536
1,1_6,B,7,E,13.921,015,149713,163634
1,1_7,A,16,5,15.929,015,163808,179737
1,1_8,B,3,L,9.997,015,179922,189919
1,1_9,A,12,14,14.684,015,190098,204782
1,1_10,B,1,K,24.352,015,204961,229313
1,1_11,A,10,1,23.778,015,229499,253277
1,1_12,B,5,M,7.454,015,253453,260907
1,1_13,A,8,12,20.182,015,261093,281275
1,1_14,B,13,J,10.824,015,281461,292285
1,1_15,A,6,8,11.371,015,292470,303841
1,1_16,B,15,O,30.893,015,304030,334923
2,2_1,A,3,11,9.691,015,335107,344798
2,2_2,B,6,E,10.874,015,344983,355857
2,2_3,A,5,7,177.564,015,356042,533606
2,2_4,B,10,K,10.994,015,533797,544791
2,2_5,A,9,2,22.716,015,544974,567690
2,2_6,B,4,J,9.44,015,567877,577317
2,2_7,A,1,8,12.303,015,577502,589805
2,2_8,B,8,O,16.904,015,589980,606884
2,2_9,A,15,5,10.406,015,607061,617467
2,2_10,B,16,B,17.025,015,617654,634679
2,2_11,A,13,9,6.894,015,634869,641763
2,2_12,B,12,I,22.705,015,641958,664663
2,2_13,A,7,10,7.971,015,664845,672816
2,2_14,B,2,C,14.27,015,673002,687272
2,2_15,A,11,4,8.963,015,687464,696427
2,2_16,B,14,P,9.166,015,696606,705772
3,3_1,A,16,15,13.665,015,705947,719612
3,3_2,B,13,L,4.373,015,719793,724166
3,3_3,A,8,3,12.909,015,724347,737256
3,3_4,B,5,A,41.012,015,737425,778437
3,3_5,A,6,5,8.009,015,778611,786620
3,3_6,B,11,I,17.721,015,786801,804522
3,3_7,A,10,4,5.646,015,804700,810346
3,3_8,B,1,P,6.77,015,810522,817292
3,3_9,A,4,12,12.914,015,817478,830392
3,3_10,B,15,C,11.022,015,830573,841595
3,3_11,A,2,1,8.942,015,841766,850708
3,3_12,B,7,G,7.328,015,850890,858218
3,3_13,A,12,11,8.682,015,858397,867079
3,3_14,B,9,O,20.202,015,867254,887456
3,3_15,A,14,2,11.175,015,887639,898814
3,3_16,B,3,K,5.169,015,898999,904168
4,4_1,A,5,16,18.413,015,904353,922766
4,4_2,B,12,I,4.046,015,922936,926982
4,4_3,A,9,9,8.704,015,927157,935861
4,4_4,B,8,E,7.817,015,936031,943848
4,4_5,A,1,5,7.559,015,944021,951580
4,4_6,B,14,L,4.458,015,951745,956203
4,4_7,A,3,2,4.875,015,956382,961257
4,4_8,B,16,F,28.758,015,961437,990195
4,4_9,A,11,8,12.202,015,990362,1002564
4,4_10,B,10,A,7.235,015,1002739,1009974
4,4_11,A,15,12,5.652,015,1010146,1015798
4,4_12,B,6,P,5.775,015,1015967,1021742
4,4_13,A,7,6,5.009,015,1021923,1026932
4,4_14,B,2,K,7.161,015,1027110,1034271
4,4_15,A,13,3,6.072,015,1034450,1040522
4,4_16,B,4,J,9.628,015,1040689,1050317
5,5_1,A,12,7,7.436,015,1050497,1057933
5,5_2,B,9,M,36.421,015,1058104,1094525
5,5_3,A,14,15,7.453,015,1094703,1102156
5,5_4,B,7,H,5.227,015,1102326,1107553
5,5_5,A,2,10,7.838,015,1107731,1115569
5,5_6,B,5,B,6.56,015,1115738,1122298
5,5_7,A,6,3,5.628,015,1122477,1128105
5,5_8,B,3,J,4.27,015,1128282,1132552
5,5_9,A,8,11,7.96,015,1132719,1140679
5,5_10,B,15,L,9.611,015,1140860,1150471
5,5_11,A,10,6,7.282,015,1150651,1157933
5,5_12,B,13,G,3.473,015,1158108,1161581
5,5_13,A,16,4,7.771,015,1161761,1169532
5,5_14,B,1,A,7.54,015,1169701,1177241
5,5_15,A,4,13,11.568,015,1177408,1188976
5,5_16,B,11,E,7.674,015,1189152,1196826
6,6_1,A,15,9,7.527,015,1196992,1204519
6,6_2,B,10,J,6.814,015,1204699,1211513
6,6_3,A,13,10,3.793,015,1211688,1215481
6,6_4,B,4,M,7.133,015,1215658,1222791
6,6_5,A,9,8,13.558,015,1222964,1236522
6,6_6,B,2,N,5.615,015,1236693,1242308
6,6_7,A,3,13,4.296,015,1242481,1246777
6,6_8,B,12,L,4.582,015,1246952,1251534
6,6_9,A,5,2,6.08,015,1251706,1257786
6,6_10,B,8,O,8.068,015,1257962,1266030
6,6_11,A,7,11,7.451,015,1266202,1273653
6,6_12,B,16,K,4.765,015,1273825,1278590
6,6_13,A,11,7,6.591,015,1278763,1285354
6,6_14,B,6,F,7.306,015,1285536,1292842
6,6_15,A,1,14,7.391,015,1293009,1300400
6,6_16,B,14,E,4.434,015,1300582,1305016
1,1_1,A,4,9,83.591,016,1000,84591
1,1_2,B,11,G,77.363,016,84790,162153
1,1_3,A,14,5,28.641,016,162341,190982
1,1_4,B,9,A,78.556,016,191166,269722
1,1_5,A,2,2,34.452,016,269901,304353
1,1_6,B,7,P,27.255,016,304531,331786
1,1_7,A,16,8,64.351,016,331972,396323
1,1_8,B,3,B,26.562,016,396512,423074
1,1_9,A,12,4,57.611,016,423251,480862
1,1_10,B,1,N,23.601,016,481035,504636
1,1_11,A,10,13,61.156,016,504823,565979
1,1_12,B,5,E,44.698,016,566159,610857
1,1_13,A,8,14,27.071,016,611032,638103
1,1_14,B,13,O,17.547,016,638289,655836
1,1_15,A,6,12,33.934,016,656021,689955
1,1_16,B,15,D,37.077,016,690134,727211
2,2_1,A,3,14,17.875,016,727383,745258
2,2_2,B,6,P,12.344,016,745432,757776
2,2_3,A,5,9,16.608,016,757943,774551
2,2_4,B,10,A,13.903,016,774725,788628
2,2_5,A,9,4,16.375,016,788804,805179
2,2_6,B,4,K,21.305,016,805351,826656
2,2_7,A,1,3,10.263,016,826837,837100
2,2_8,B,8,N,21.039,016,837279,858318
2,2_9,A,15,11,25.152,016,858498,883650
2,2_10,B,16,F,27.647,016,883820,911467
2,2_11,A,13,5,8.82,016,911644,920464
2,2_12,B,12,O,11.37,016,920635,932005
2,2_13,A,7,1,9.647,016,932178,941825
2,2_14,B,2,J,9.362,016,942004,951366
2,2_15,A,11,12,15.67,016,951545,967215
2,2_16,B,14,L,10.385,016,967393,977778
3,3_1,A,16,1,20.27,016,977952,998222
3,3_2,B,13,J,5.742,016,998403,1004145
3,3_3,A,8,12,9.635,016,1004325,1013960
3,3_4,B,5,D,14.493,016,1014133,1028626
3,3_5,A,6,9,9.816,016,1028796,1038612
3,3_6,B,11,P,9.579,016,1038788,1048367
3,3_7,A,10,15,10.329,016,1048547,1058876
3,3_8,B,1,N,14.854,016,1059056,1073910
3,3_9,A,4,14,12.783,016,1074086,1086869
3,3_10,B,15,O,10.968,016,1087047,1098015
3,3_11,A,2,5,5.883,016,1098190,1104073
3,3_12,B,7,G,6.276,016,1104245,1110521
3,3_13,A,12,2,7.331,016,1110701,1118032
3,3_14,B,9,K,13.795,016,1118207,1132002
3,3_15,A,14,8,9.688,016,1132170,1141858
3,3_16,B,3,C,8.723,016,1142028,1150751
4,4_1,A,5,4,8.545,016,1150919,1159464
4,4_2,B,12,F,6.752,016,1159643,1166395
4,4_3,A,9,12,9.215,016,1166566,1175781
4,4_4,B,8,J,13.767,016,1175958,1189725
4,4_5,A,1,9,14.055,016,1189903,1203958
4,4_6,B,14,D,7.844,016,1204132,1211976
4,4_7,A,3,13,13.45,016,1212156,1225606
4,4_8,B,16,K,8.375,016,1225784,1234159
4,4_9,A,11,2,8.196,016,1234342,1242538
4,4_10,B,10,G,9.453,016,1242716,1252169
4,4_11,A,15,1,10.721,016,1252341,1263062
4,4_12,B,6,O,5.957,016,1263234,1269191
4,4_13,A,7,3,8.781,016,1269372,1278153
4,4_14,B,2,H,8.758,016,1278330,1287088
4,4_15,A,13,7,6.478,016,1287271,1293749
4,4_16,B,4,E,7.145,016,1293927,1301072
5,5_1,A,12,13,6.483,016,1301250,1307733
5,5_2,B,9,E,11.502,016,1307906,1319408
5,5_3,A,14,4,7.285,016,1319583,1326868
5,5_4,B,7,K,5.622,016,1327039,1332661
5,5_5,A,2,10,5.931,016,1332844,1338775
5,5_6,B,5,L,5.406,016,1338950,1344356
5,5_7,A,6,7,8.227,016,1344538,1352765
5,5_8,B,3,F,23.709,016,1352945,1376654
5,5_9,A,8,6,65.677,016,1376833,1442510
5,5_10,B,15,G,8.006,016,1442690,1450696
5,5_11,A,10,12,13.545,016,1450881,1464426
5,5_12,B,13,J,6.509,016,1464609,1471118
5,5_13,A,16,1,9.231,016,1471298,1480529
5,5_14,B,1,P,7.538,016,1480707,1488245
5,5_15,A,4,8,12.994,016,1488430,1501424
5,5_16,B,11,N,8.133,016,1501608,1509741
6,6_1,A,15,13,9.005,016,1509915,1518920
6,6_2,B,10,I,8.07,016,1519090,1527160
6,6_3,A,13,10,8.441,016,1527331,1535772
6,6_4,B,4,D,21.706,016,1535955,1557661
6,6_5,A,9,16,10.104,016,1557841,1567945
6,6_6,B,2,N,6.968,016,1568116,1575084
6,6_7,A,3,11,5.373,016,1575256,1580629
6,6_8,B,12,K,7.472,016,1580811,1588283
6,6_9,A,5,3,6.738,016,1588467,1595205
6,6_10,B,8,H,9.056,016,1595390,1604446
6,6_11,A,7,12,8.273,016,1604615,1612888
6,6_12,B,16,G,9.391,016,1613072,1622463
6,6_13,A,11,2,7.874,016,1622647,1630521
6,6_14,B,6,J,7.093,016,1630704,1637797
6,6_15,A,1,5,10.837,016,1637977,1648814
6,6_16,B,14,O,8.192,016,1648987,1657179
1,1_1,A,4,7,65.248,017,1000,66248
1,1_2,B,11,K,42.349,017,66440,108789
1,1_3,A,14,11,20.194,017,108977,129171
1,1_4,B,9,M,48.784,017,129362,178146
1,1_5,A,2,2,17.967,017,178338,196305
1,1_6,B,7,C,38.127,017,196487,234614
1,1_7,A,16,9,47.474,017,234803,282277
1,1_8,B,3,J,26.873,017,282462,309335
1,1_9,A,12,5,18.752,017,309519,328271
1,1_10,B,1,H,19.015,017,328452,347467
1,1_11,A,10,15,26.149,017,347652,373801
1,1_12,B,5,N,46.847,017,373991,420838
1,1_13,A,8,4,75.379,017,421032,496411
1,1_14,B,13,A,28.401,017,496598,524999
1,1_15,A,6,3,25.967,017,525190,551157
1,1_16,B,15,G,32.406,017,551346,583752
2,2_1,A,3,16,46.711,017,583941,630652
2,2_2,B,6,O,22.777,017,630832,653609
2,2_3,A,5,2,55.267,017,653785,709052
2,2_4,B,10,E,16.423,017,709234,725657
2,2_5,A,9,4,7.004,017,725831,732835
2,2_6,B,4,P,22.088,017,733021,755109
2,2_7,A,1,15,17.159,017,755290,772449
2,2_8,B,8,F,23.211,017,772639,795850
2,2_9,A,15,7,11.967,017,796026,807993
2,2_10,B,16,H,29.789,017,808170,837959
2,2_11,A,13,3,17.465,017,838146,855611
2,2_12,B,12,J,19.209,017,855795,875004
2,2_13,A,7,14,13.216,017,875178,888394
2,2_14,B,2,N,12.343,017,888573,900916
2,2_15,A,11,10,19.462,017,901101,920563
2,2_16,B,14,D,24.28,017,920751,945031
3,3_1,A,16,11,22.889,017,945206,968095
3,3_2,B,13,P,9.512,017,968276,977788
3,3_3,A,8,10,13.857,017,977968,991825
3,3_4,B,5,L,14.111,017,992013,1006124
3,3_5,A,6,14,8.172,017,1006309,1014481
3,3_6,B,11,O,15.831,017,1014667,1030498
3,3_7,A,10,16,13.314,017,1030680,1043994
3,3_8,B,1,H,14.004,017,1044176,1058180
3,3_9,A,4,7,15.542,017,1058355,1073897
3,3_10,B,15,K,13.456,017,1074085,1087541
3,3_11,A,2,4,9.585,017,1087730,1097315
3,3_12,B,7,B,11.073,017,1097489,1108562
3,3_13,A,12,6,16.703,017,1108748,1125451
3,3_14,B,9,G,11.93,017,1125630,1137560
3,3_15,A,14,9,11.724,017,1137740,1149464
3,3_16,B,3,E,15.013,017,1149651,1164664
4,4_1,A,5,14,14.97,017,1164847,1179817
4,4_2,B,12,H,32.924,017,1179994,1212918
4,4_3,A,9,5,4.943,017,1213089,1218032
4,4_4,B,8,B,14.824,017,1218211,1233035
4,4_5,A,1,11,15.846,017,1233207,1249053
4,4_6,B,14,M,12.727,017,1249221,1261948
4,4_7,A,3,10,55.245,017,1262116,1317361
4,4_8,B,16,P,15.094,017,1317530,1332624
4,4_9,A,11,12,16.418,017,1332794,1349212
4,4_10,B,10,N,9.973,017,1349392,1359365
4,4_11,A,15,8,6.854,017,1359534,1366388
4,4_12,B,6,C,12.316,017,1366557,1378873
4,4_13,A,7,16,6.464,017,1379051,1385515
4,4_14,B,2,L,13.307,017,1385690,1398997
4,4_15,A,13,7,10.11,017,1399168,1409278
4,4_16,B,4,O,12.573,017,1409444,1422017
5,5_1,A,12,1,12.948,017,1422188,1435136
5,5_2,B,9,H,15.574,017,1435316,1450890
5,5_3,A,14,9,12.032,017,1451064,1463096
5,5_4,B,7,O,10.628,017,1463274,1473902
5,5_5,A,2,15,6.8,017,1474067,1480867
5,5_6,B,5,A,10.928,017,1481040,1491968
5,5_7,A,6,16,16.274,017,1492133,1508407
5,5_8,B,3,I,12.474,017,1508580,1521054
5,5_9,A,8,5,7.618,017,1521225,1528843
5,5_10,B,15,E,7.085,017,1529015,1536100
5,5_11,A,10,13,6.542,017,1536271,1542813
5,5_12,B,13,D,10.752,017,1542977,1553729
5,5_13,A,16,12,16.522,017,1553903,1570425
5,5_14,B,1,P,11.47,017,1570601,1582071
5,5_15,A,4,8,8.539,017,1582245,1590784
5,5_16,B,11,F,12.224,017,1590952,1603176
6,6_1,A,15,11,6.966,017,1603346,1610312
6,6_2,B,10,G,6.769,017,1610486,1617255
6,6_3,A,13,2,12.081,017,1617425,1629506
6,6_4,B,4,P,8.033,017,1629686,1637719
6,6_5,A,9,16,6.307,017,1637893,1644200
6,6_6,B,2,B,8.41,017,1644365,1652775
6,6_7,A,3,15,13.807,017,1652939,1666746
6,6_8,B,12,K,8.506,017,1666918,1675424
6,6_9,A,5,14,8.96,017,1675593,1684553
6,6_10,B,8,D,6.297,017,1684734,1691031
6,6_11,A,7,5,5.821,017,1691206,1697027
6,6_12,B,16,I,10.677,017,1697195,1707872
6,6_13,A,11,8,12.55,017,1708037,1720587
6,6_14,B,6,N,7.32,017,1720765,1728085
6,6_15,A,1,12,11.437,017,1728255,1739692
6,6_16,B,14,F,9.158,017,1739865,1749023
1,1_1,B,4,J,34.009,018,1000,35009
1,1_2,A,11,6,22.591,018,35213,57804
1,1_3,B,14,B,14.653,018,57999,72652
1,1_4,A,9,1,37.678,018,72846,110524
1,1_5,B,2,F,68.976,018,110712,179688
1,1_6,A,7,2,44.922,018,179872,224794
1,1_7,B,16,O,41.46,018,224978,266438
1,1_8,A,3,10,23.14,018,266631,289771
1,1_9,B,12,C,21.893,018,289952,311845
1,1_10,A,1,5,22.311,018,312038,334349
1,1_11,B,10,A,19.893,018,334541,354434
1,1_12,A,5,8,48.913,018,354625,403538
1,1_13,B,8,E,64.82,018,403734,468554
1,1_14,A,13,12,20.253,018,468741,488994
1,1_15,B,6,P,18.983,018,489176,508159
1,1_16,A,15,13,23.059,018,508359,531418
2,2_1,B,3,E,15.491,018,531613,547104
2,2_2,A,6,15,18.052,018,547293,565345
2,2_3,B,5,M,11.46,018,565526,576986
2,2_4,A,10,12,17.262,018,577169,594431
2,2_5,B,9,P,22.69,018,594618,617308
2,2_6,A,4,4,21.391,018,617504,638895
2,2_7,B,1,K,15.574,018,639090,654664
2,2_8,A,8,11,28.766,018,654854,683620
2,2_9,B,15,I,26.952,018,683812,710764
2,2_10,A,16,1,16.962,018,710953,727915
2,2_11,B,13,L,11.543,018,728101,739644
2,2_12,A,12,14,9.689,018,739828,749517
2,2_13,B,7,D,62.791,018,749703,812494
2,2_14,A,2,8,13.113,018,812675,825788
2,2_15,B,11,H,11.118,018,825970,837088
2,2_16,A,14,13,9.262,018,837279,846541
3,3_1,B,16,P,8.356,018,846721,855077
3,3_2,A,13,2,8.102,018,855262,863364
3,3_3,B,8,B,71.693,018,863552,935245
3,3_4,A,5,16,9.49,018,935432,944922
3,3_5,B,6,A,11.675,018,945107,956782
3,3_6,A,11,7,10.342,018,956967,967309
3,3_7,B,10,E,13.357,018,967493,980850
3,3_8,A,1,10,10.096,018,981038,991134
3,3_9,B,4,M,9.131,018,991314,1000445
3,3_10,A,15,6,12.092,018,1000639,1012731
3,3_11,B,2,H,8.789,018,1012916,1021705
3,3_12,A,7,13,18.939,018,1021891,1040830
3,3_13,B,12,N,8.724,018,1041024,1049748
3,3_14,A,9,5,13.33,018,1049932,1063262
3,3_15,B,14,J,9.847,018,1063443,1073290
3,3_16,A,3,9,9.375,018,1073486,1082861
4,4_1,B,5,O,21.229,018,1083044,1104273
4,4_2,A,12,4,5.982,018,1104463,1110445
4,4_3,B,9,N,28.042,018,1110635,1138677
4,4_4,A,8,9,19.142,018,1138859,1158001
4,4_5,B,1,M,7.627,018,1158193,1165820
4,4_6,A,14,14,9.567,018,1166016,1175583
4,4_7,B,3,H,7.208,018,1175775,1182983
4,4_8,A,16,5,18.694,018,1183165,1201859
4,4_9,B,11,C,12.888,018,1202048,1214936
4,4_10,A,10,2,21.712,018,1215126,1236838
4,4_11,B,15,F,9.854,018,1237028,1246882
4,4_12,A,6,12,10.099,018,1247070,1257169
4,4_13,B,7,K,6.821,018,1257363,1264184
4,4_14,A,2,15,5.201,018,1264369,1269570
4,4_15,B,13,A,8.506,018,1269757,1278263
4,4_16,A,4,6,8.909,018,1278448,1287357
5,5_1,B,12,M,11.726,018,1287539,1299265
5,5_2,A,9,16,11.234,018,1299449,1310683
5,5_3,B,14,J,8.883,018,1310876,1319759
5,5_4,A,7,7,17.169,018,1319951,1337120
5,5_5,B,2,B,3.807,018,1337299,1341106
5,5_6,A,5,14,6.249,018,1341286,1347535
5,5_7,B,6,H,9.815,018,1347725,1357540
5,5_8,A,3,2,7.443,018,1357734,1365177
5,5_9,B,8,K,12.476,018,1365357,1377833
5,5_10,A,15,15,7.135,018,1378018,1385153
5,5_11,B,10,P,20.557,018,1385341,1405898
5,5_12,A,13,10,10.659,018,1406092,1416751
5,5_13,B,16,E,10.894,018,1416935,1427829
5,5_14,A,1,9,7.433,018,1428012,1435445
5,5_15,B,4,C,6.446,018,1435635,1442081
5,5_16,A,11,8,6.734,018,1442274,1449008
6,6_1,B,15,I,7.34,018,1449197,1456537
6,6_2,A,10,7,10.204,018,1456720,1466924
6,6_3,B,13,C,5.771,018,1467112,1472883
6,6_4,A,4,15,7.918,018,1473068,1480986
6,6_5,B,9,E,8.318,018,1481175,1489493
6,6_6,A,2,10,5.264,018,1489682,1494946
6,6_7,B,3,K,6.42,018,1495137,1501557
6,6_8,A,12,3,6.872,018,1501743,1508615
6,6_9,B,5,H,8.643,018,1508799,1517442
6,6_10,A,8,13,9.96,018,1517623,1527583
6,6_11,B,7,L,5.319,018,1527765,1533084
6,6_12,A,16,12,4.894,018,1533270,1538164
6,6_13,B,11,J,9.733,018,1538358,1548091
6,6_14,A,6,8,6.449,018,1548283,1554732
6,6_15,B,1,B,8.334,018,1554922,1563256
6,6_16,A,14,6,9.512,018,1563446,1572958
1,1_1,B,4,L,24.109,019,1000,25109
1,1_2,A,11,16,30.11,019,25305,55415
1,1_3,B,14,N,27.306,019,55615,82921
1,1_4,A,9,7,26.128,019,83122,109250
1,1_5,B,2,H,28.103,019,109445,137548
1,1_6,A,7,12,43.491,019,137736,181227
1,1_7,B,16,D,49.098,019,181425,230523
1,1_8,A,3,11,19.352,019,230718,250070
1,1_9,B,12,K,40.773,019,250268,291041
1,1_10,A,1,10,13.803,019,291237,305040
1,1_11,B,10,B,39.036,019,305233,344269
1,1_12,A,5,8,50.772,019,344451,395223
1,1_13,B,8,O,39.919,019,395412,435331
1,1_14,A,13,13,15.143,019,435514,450657
1,1_15,B,6,F,19.04,019,450844,469884
1,1_16,A,15,5,12.129,019,470077,482206
2,2_1,B,3,K,21.664,019,482388,504052
2,2_2,A,6,14,7.688,019,504240,511928
2,2_3,B,5,M,7.577,019,512114,519691
2,2_4,A,10,16,9.746,019,519871,529617
2,2_5,B,9,D,18.51,019,529796,548306
2,2_6,A,4,4,6.245,019,548496,554741
2,2_7,B,1,I,13.937,019,554918,568855
2,2_8,A,8,5,22.11,019,569030,591140
2,2_9,B,15,B,27.223,019,591316,618539
2,2_10,A,16,9,18.858,019,618724,637582
2,2_11,B,13,E,8.31,019,637757,646067
2,2_12,A,12,7,14.179,019,646248,660427
2,2_13,B,7,C,44.776,019,660610,705386
2,2_14,A,2,3,12.407,019,705566,717973
2,2_15,B,11,N,15.455,019,718161,733616
2,2_16,A,14,8,14.073,019,733791,747864
3,3_1,B,16,B,16.498,019,748053,764551
3,3_2,A,13,9,5.791,019,764735,770526
3,3_3,B,8,I,40.506,019,770707,811213
3,3_4,A,5,7,12.064,019,811392,823456
3,3_5,B,6,C,8.815,019,823636,832451
3,3_6,A,11,14,17.035,019,832627,849662
3,3_7,B,10,L,10.51,019,849843,860353
3,3_8,A,1,3,8.666,019,860535,869201
3,3_9,B,4,P,10.657,019,869376,880033
3,3_10,A,15,6,12.03,019,880219,892249
3,3_11,B,2,D,6.448,019,892430,898878
3,3_12,A,7,11,8.01,019,899052,907062
3,3_13,B,12,G,15.537,019,907243,922780
3,3_14,A,9,13,16.397,019,922956,939353
3,3_15,B,14,F,33.949,019,939538,973487
3,3_16,A,3,2,9.067,019,973667,982734
4,4_1,B,5,G,7.762,019,982909,990671
4,4_2,A,12,13,19.682,019,990849,1010531
4,4_3,B,9,D,9.421,019,1010717,1020138
4,4_4,A,8,6,9.949,019,1020325,1030274
4,4_5,B,1,L,14.626,019,1030450,1045076
4,4_6,A,14,10,7.864,019,1045263,1053127
4,4_7,B,3,C,11.253,019,1053320,1064573
4,4_8,A,16,4,13.593,019,1064764,1078357
4,4_9,B,11,J,12.042,019,1078543,1090585
4,4_10,A,10,2,11.614,019,1090770,1102384
4,4_11,B,15,K,19.101,019,1102564,1121665
4,4_12,A,6,1,5.79,019,1121847,1127637
4,4_13,B,7,F,7.414,019,1127819,1135233
4,4_14,A,2,7,7.071,019,1135426,1142497
4,4_15,B,13,I,8.916,019,1142682,1151598
4,4_16,A,4,16,4.377,019,1151790,1156167
5,5_1,B,12,J,8.149,019,1156361,1164510
5,5_2,A,9,4,7.635,019,1164701,1172336
5,5_3,B,14,O,11.459,019,1172525,1183984
5,5_4,A,7,6,7.149,019,1184168,1191317
5,5_5,B,2,L,6.735,019,1191508,1198243
5,5_6,A,5,9,4.662,019,1198431,1203093
5,5_7,B,6,M,6.536,019,1203285,1209821
5,5_8,A,3,15,7.813,019,1210008,1217821
5,5_9,B,8,H,5.203,019,1218014,1223217
5,5_10,A,15,7,9.083,019,1223403,1232486
5,5_11,B,10,A,5.687,019,1232677,1238364
5,5_12,A,13,10,4.893,019,1238549,1243442
5,5_13,B,16,C,14.867,019,1243620,1258487
5,5_14,A,1,1,6.783,019,1258667,1265450
5,5_15,B,4,P,4.745,019,1265639,1270384
5,5_16,A,11,16,5.416,019,1270577,1275993
6,6_1,B,15,G,13.592,019,1276182,1289774
6,6_2,A,10,16,7.25,019,1289961,1297211
6,6_3,B,13,B,3.65,019,1297401,1301051
6,6_4,A,4,9,3.793,019,1301237,1305030
6,6_5,B,9,E,7.943,019,1305224,1313167
6,6_6,A,2,1,5.331,019,1313348,1318679
6,6_7,B,3,H,8.295,019,1318869,1327164
6,6_8,A,12,10,6.873,019,1327343,1334216
6,6_9,B,5,I,7.168,019,1334400,1341568
6,6_10,A,8,5,7.275,019,1341756,1349031
6,6_11,B,7,D,9.789,019,1349213,1359002
6,6_12,A,16,6,9.612,019,1359188,1368800
6,6_13,B,11,A,5.757,019,1368980,1374737
6,6_14,A,6,12,5.038,019,1374918,1379956
6,6_15,B,1,F,7.967,019,1380140,1388107
6,6_16,A,14,4,6.349,019,1388297,1394646
1,1_1,B,4,L,48.351,020,1000,49351
1,1_2,A,11,8,34.826,020,49543,84369
1,1_3,B,14,P,41.294,020,84557,125851
1,1_4,A,9,7,29.121,020,126043,155164
1,1_5,B,2,C,39.483,020,155352,194835
1,1_6,A,7,11,17.314,020,195020,212334
1,1_7,B,16,D,50.224,020,212518,262742
1,1_8,A,3,16,26.243,020,262929,289172
1,1_9,B,12,E,39.458,020,289352,328810
1,1_10,A,1,2,15.127,020,329003,344130
1,1_11,B,10,A,46.903,020,344316,391219
1,1_12,A,5,14,43.078,020,391408,434486
1,1_13,B,8,J,33.698,020,434662,468360
1,1_14,A,13,4,17.763,020,468542,486305
1,1_15,B,6,G,35.691,020,486491,522182
1,1_16,A,15,15,21.984,020,522372,544356
2,2_1,B,3,C,8.42,020,544541,552961
2,2_2,A,6,5,8.009,020,553149,561158
2,2_3,B,5,H,20.626,020,561339,581965
2,2_4,A,10,14,14.587,020,582141,596728
2,2_5,B,9,K,14.91,020,596904,611814
2,2_6,A,4,13,9.431,020,612000,621431
2,2_7,B,1,O,15.175,020,621608,636783
2,2_8,A,8,16,87.705,020,636972,724677
2,2_9,B,15,P,14.051,020,724865,738916
2,2_10,A,16,1,16.042,020,739094,755136
2,2_11,B,13,G,5.216,020,755325,760541
2,2_12,A,12,6,17.862,020,760730,778592
2,2_13,B,7,L,8.395,020,778779,787174
2,2_14,A,2,15,7.74,020,787353,795093
2,2_15,B,11,E,21.901,020,795277,817178
2,2_16,A,14,9,16.702,020,817362,834064
3,3_1,B,16,B,16.767,020,834244,851011
3,3_2,A,13,11,4.11,020,851192,855302
3,3_3,B,8,E,17.446,020,855479,872925
3,3_4,A,5,12,10.161,020,873094,883255
3,3_5,B,6,J,15.784,020,883437,899221
3,3_6,A,11,3,14.253,020,899401,913654
3,3_7,B,10,O,26.754,020,913830,940584
